, C0,Dr No,Date Reported,Date Occurred,Time Occurred,Area Code,Area Name,Rpt Dist No,Part 1-2,Crime Code,Crime Description,Modus Operandi,Victim Age,Victim Gender,Victim Descent,Crime Location,Case Status,Street Address,Latitude,Longitude,Weapon Description,Cross Street,Age Group,Delay,Delay Category,Week Period,Month Period,Time Slot
6535,8928,201405023,2020-01-19,2020-01-19,1970-01-01 18:50:00,14,Pacific,1435,1,310,Burglary,1609 0344,37,Male,Other Asian,Single Family Dwelling,Invest Cont,3500 Purdue Av,34.0158,-118.4258,Unknown Weapon/other Weapon,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,18-20
6536,9029,202104832,2020-01-19,2020-01-19,1970-01-01 13:45:00,21,Topanga,2157,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Parking Lot,Invest Cont,6800 De Soto Av,34.1938,-118.5884,Data Missing,Data Missing,Unknown,0,1 day,2020-01-13,2020-01-01,14-16
6537,9674,201604795,2020-01-20,2020-01-20,1970-01-01 11:30:00,16,Foothill,1684,2,434,False Imprisonment,2000 1814 1307,53,Female,White,Street,Adult Arrest,7800 Simpson Av,34.2121,-118.3889,Stick,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,10-12
6538,9749,200305126,2020-01-21,2020-01-20,1970-01-01 18:30:00,3,Southwest,397,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,1400 W Vernon Av,34.0073,-118.298,Data Missing,Data Missing,Unknown,1,2 days,2020-01-20,2020-01-01,18-20
6539,9881,200604976,2020-01-21,2020-01-21,1970-01-01 15:15:00,6,Hollywood,648,1,761,Brandish Weapon,0344 0334 0913,56,Male,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Other,5500 Carlton Wy,34.1005,-118.3107,Other Knife,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,14-16
6540,259,201804039,2020-01-01,2020-01-01,1970-01-01 00:15:00,18,Southeast,1832,2,745,Vandalism - Misdeameanor,0329,36,Female,Hispanic/Latin/Mexican,"Vehicle, Passenger/truck",Invest Cont,200 E 104th St,33.942,-118.2717,Data Missing,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,0-2
6541,455,200604087,2020-01-02,2020-01-01,1970-01-01 23:30:00,6,Hollywood,676,1,330,Burglary From Vehicle,1300 1307 1601 1609 0329 0321,31,Male,White,Street,Invest Cont,800 Cole Av,34.0853,-118.3299,Data Missing,Data Missing,Adult,1,2 days,2019-12-30,2020-01-01,22-24
6542,939,200600521,2020-01-03,2020-01-03,1970-01-01 14:25:00,6,Hollywood,659,1,761,Brandish Weapon,1402 0334 1822,0,Unknown,Unknown,Street,Adult Other,Hobart,34.0966,-118.3056,Other Knife,FOUNTAIN                     AV,Unknown,0,1 day,2019-12-30,2020-01-01,14-16
6543,1555,201204250,2020-01-04,2020-01-04,1970-01-01 10:45:00,12,77th Street,1218,2,626,Intimate Partner - Simple Assault,0400 0416 1814 2000,20,Female,Hispanic/Latin/Mexican,Single Family Dwelling,Adult Other,900 W 56th St,33.9914,-118.2883,Strong-arm,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,10-12
6544,1940,202004192,2020-01-05,2020-01-05,1970-01-01 03:55:00,20,Olympic,2083,1,440,Theft Plain - Petty,0104 0216 0315 0325,0,Unknown,Unknown,Mini-mart,Invest Cont,1800 S Western Av,34.0418,-118.309,Data Missing,Data Missing,Unknown,0,1 day,2019-12-30,2020-01-01,4-6
6545,2048,200204260,2020-01-06,2020-01-05,1970-01-01 08:00:00,2,Rampart,269,1,341,Theft-grand Excpt-guns-fowl-livestk-prod,1822 0344,33,Female,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,700 S Bixel St,34.0509,-118.2642,Data Missing,Data Missing,Adult,1,2 days,2019-12-30,2020-01-01,8-10
6546,2152,200504266,2020-01-06,2020-01-03,1970-01-01 16:00:00,5,Harbor,501,2,624,Battery - Simple Assault,1822 1309 0444 0429,71,Male,Other,Parking Lot,Adult Arrest,800 W 190th St,33.8601,-118.288,Strong-arm,Data Missing,Old,3,3-7 days,2019-12-30,2020-01-01,16-18
6547,2826,201404456,2020-01-07,2020-01-07,1970-01-01 02:00:00,14,Pacific,1453,1,330,Burglary From Vehicle,1300 1609 0321 1307,52,Female,White,Driveway,Invest Cont,4200 Lyceum Av,33.9918,-118.4354,Unknown Weapon/other Weapon,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,2-4
6548,2857,201604260,2020-01-07,2020-01-07,1970-01-01 17:35:00,16,Foothill,1689,1,442,Shoplifting - Petty Theft,0325 0344,20,Male,Hispanic/Latin/Mexican,Other Business,Invest Cont,8200 San Fernando Rd,34.2195,-118.3687,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,16-18
6549,3227,201004280,2020-01-08,2020-01-07,1970-01-01 21:30:00,10,West Valley,1004,1,330,Burglary From Vehicle,0344 1300,34,Female,Other,Parking Lot,Invest Cont,7700 Reseda Bl,34.2102,-118.5361,Data Missing,Data Missing,Adult,1,2 days,2020-01-06,2020-01-01,20-22
6550,3269,201404487,2020-01-08,2020-01-08,1970-01-01 13:00:00,14,Pacific,1464,1,230,Assault With Deadly Weapon- Aggravated Assault,0400 0431 1822,53,Male,Other Asian,Park/playground,Adult Arrest,12600 Bluff Creek Dr,33.9751,-118.4144,Mace/pepper Spray,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,12-14
6551,3296,201604302,2020-01-08,2020-01-08,1970-01-01 11:30:00,16,Foothill,1676,2,900,Violation Of Court Order,2000 1501 2004,28,Female,White,Single Family Dwelling,Invest Cont,8700 Sunland Bl,34.2277,-118.3661,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,10-12
6552,3325,201204525,2020-01-08,2020-01-08,1970-01-01 01:40:00,12,77th Street,1203,1,230,Assault With Deadly Weapon- Aggravated Assault,0216 0302 1822,41,Male,Hispanic/Latin/Mexican,Single Family Dwelling,Invest Cont,5100 S Western Av,33.9969,-118.3089,Semi-automatic Pistol,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,2-4
6553,4039,200204502,2020-01-10,2020-01-10,1970-01-01 19:15:00,2,Rampart,281,1,230,Assault With Deadly Weapon- Aggravated Assault,0913 0334 0432 1820 0416 1309 2047 1206 2033,38,Male,Hispanic/Latin/Mexican,Street,Invest Cont,1100 S Lake St,34.0508,-118.2819,Brass Knuckles,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,18-20
6554,4110,201304553,2020-01-10,2020-01-09,1970-01-01 18:00:00,13,Newton,1365,1,331,Theft From Motor Vehicle - Grand,0344 1300,42,Male,Hispanic/Latin/Mexican,Street,Invest Cont,1300 E 50th St,33.9975,-118.2521,Data Missing,Data Missing,Adult,1,2 days,2020-01-06,2020-01-01,18-20
6555,4116,201704465,2020-01-10,2020-01-03,1970-01-01 13:00:00,17,Devonshire,1745,1,331,Theft From Motor Vehicle - Grand,0344 0385,29,Male,Hispanic/Latin/Mexican,Parking Lot,Invest Cont,17600 Chatsworth St,34.2649,-118.5176,Data Missing,Data Missing,Adult,7,8-30 days,2019-12-30,2020-01-01,12-14
6556,4342,201304497,2020-01-10,2020-01-09,1970-01-01 21:30:00,13,Newton,1341,1,330,Burglary From Vehicle,0344,22,Male,Hispanic/Latin/Mexican,Street,Invest Cont,37th St,34.0153,-118.2748,Data Missing,BROADWAY,Adult,1,2 days,2020-01-06,2020-01-01,20-22
6557,5218,200304687,2020-01-12,2020-01-12,1970-01-01 21:00:00,3,Southwest,338,2,740,Vandalism - Felony,0329 1309,19,Unknown,Unknown,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Other,3100 Orchard Av,34.0261,-118.2882,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,20-22
6558,5362,201204831,2020-01-12,2020-01-12,1970-01-01 14:40:00,12,77th Street,1239,1,442,Shoplifting - Petty Theft,0380 0325,55,Female,Other,Clothing Store,Invest Cont,5800 S Vermont Av,33.9863,-118.2881,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,14-16
6559,6018,200104977,2020-01-14,2020-01-14,1970-01-01 08:20:00,1,Central,135,2,625,Other Assault,0416,61,Male,Black,Sidewalk,Invest Cont,3rd St,34.0496,-118.2458,Unknown Weapon/other Weapon,MAIN                         ST,Adult,0,1 day,2020-01-13,2020-01-01,8-10
6560,6084,200404491,2020-01-14,2020-01-11,1970-01-01 09:00:00,4,Hollenbeck,438,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,5200 Valley Bl,34.0757,-118.1711,Data Missing,Data Missing,Unknown,3,3-7 days,2020-01-06,2020-01-01,8-10
6561,6502,201804703,2020-01-14,2020-01-14,1970-01-01 19:40:00,18,Southeast,1849,1,210,Robbery,0344 1822 0906 0856,19,Female,Black,Yard (residential/business),Invest Cont,2000 E Imperial Hy,33.9327,-118.2351,Unknown Firearm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,20-22
6562,7207,200904669,2020-01-16,2020-01-15,1970-01-01 22:35:00,9,Van Nuys,905,1,210,Robbery,0416 0344 0446 0417 0429 0370 1820 0913 1414,22,Male,Hispanic/Latin/Mexican,Sidewalk,Invest Cont,14600 Wyandotte St,34.203,-118.4514,Strong-arm,Data Missing,Adult,1,2 days,2020-01-13,2020-01-01,22-24
6563,7361,201604668,2020-01-16,2020-01-11,1970-01-01 12:00:00,16,Foothill,1636,1,310,Burglary,1402 1307,70,Male,White,Single Family Dwelling,Invest Cont,9200 Nohles Dr,34.262,-118.3335,Data Missing,Data Missing,Old,5,3-7 days,2020-01-06,2020-01-01,12-14
6564,7740,200304992,2020-01-17,2020-01-17,1970-01-01 19:00:00,3,Southwest,395,2,900,Violation Of Court Order,1309 0913,29,Female,Hispanic/Latin/Mexican,Police Facility,Adult Other,1500 W Martin Luther King Jr Bl,34.0109,-118.3112,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,18-20
6565,7877,200804737,2020-01-17,2020-01-11,1970-01-01 19:20:00,8,West LA,824,2,664,Bunco- Petty Theft,0344,25,Male,White,Single Family Dwelling,Invest Cont,100 Entrada Dr,34.0279,-118.5188,Data Missing,Data Missing,Adult,6,3-7 days,2020-01-06,2020-01-01,18-20
6566,7952,201405210,2020-01-17,2020-01-17,1970-01-01 21:50:00,14,Pacific,1494,1,440,Theft Plain - Petty,1822 0344,38,Male,Black,Transportation Facility (airport),Invest Cont,200 World Wy,33.9449,-118.4059,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,22-24
6567,8011,202004734,2020-01-17,2020-01-16,1970-01-01 16:30:00,20,Olympic,2062,1,442,Shoplifting - Petty Theft,0344 0104 0325 1309,0,Unknown,Unknown,Other Business,Invest Cont,3100 W Pico Bl,34.0506,-118.3127,Data Missing,Data Missing,Unknown,1,2 days,2020-01-13,2020-01-01,16-18
6568,8074,201704730,2020-01-17,2020-01-17,1970-01-01 16:40:00,17,Devonshire,1764,1,442,Shoplifting - Petty Theft,1300 1822 0325,0,Unknown,Unknown,Other Business,Invest Cont,19300 Nordhoff St,34.2355,-118.5536,Data Missing,Data Missing,Unknown,0,1 day,2020-01-13,2020-01-01,16-18
6569,8214,200305020,2020-01-18,2020-01-18,1970-01-01 13:30:00,3,Southwest,355,1,420,Theft From Motor Vehicle - Petty,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,Jefferson,34.0256,-118.3119,Data Missing,SAINT ANDREWS                PL,Unknown,0,1 day,2020-01-13,2020-01-01,12-14
6570,8269,201405027,2020-01-18,2020-01-18,1970-01-01 11:00:00,14,Pacific,1453,1,331,Theft From Motor Vehicle - Grand,1606 1300 0344,55,Female,White,Garage/carport,Invest Cont,4200 Glencoe Av,33.9888,-118.4417,Unknown Weapon/other Weapon,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,10-12
6571,8404,201104740,2020-01-18,2020-01-17,1970-01-01 19:00:00,11,Northeast,1181,1,330,Burglary From Vehicle,0344 1307,30,Female,Other Asian,Street,Invest Cont,2200 W Sunset Bl,34.0808,-118.2655,Data Missing,Data Missing,Adult,1,2 days,2020-01-13,2020-01-01,18-20
6572,8475,201604735,2020-01-18,2020-01-17,1970-01-01 23:50:00,16,Foothill,1623,1,230,Assault With Deadly Weapon- Aggravated Assault,2054 1536 1100 1402 1822 0334 0302 0903,40,Male,Hispanic/Latin/Mexican,Restaurant/fast Food,Adult Arrest,13100 Van Nuys Bl,34.2685,-118.4188,Hand Gun,Data Missing,Adult,1,2 days,2020-01-13,2020-01-01,22-24
6573,8876,200205035,2020-01-19,2020-01-19,1970-01-01 15:20:00,2,Rampart,236,2,901,Violation Of Restraining Order,0913 2038 0432 0443 1817,38,Female,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Other,100 S Alvarado St,34.0663,-118.2706,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,14-16
6574,8890,200305077,2020-01-19,2020-01-19,1970-01-01 00:01:00,3,Southwest,358,1,815,Sexual Penetration W/foreign Object,0500 1240 1402 1415 2034 0913,55,Female,Black,"Vehicle, Passenger/truck",Invest Cont,Figueroa St,34.0184,-118.2822,Strong-arm,N  EXPOSITION                   BL,Adult,0,1 day,2020-01-13,2020-01-01,0-2
6575,9117,201305059,2020-01-19,2020-01-19,1970-01-01 02:20:00,13,Newton,1373,1,420,Theft From Motor Vehicle - Petty,1606 0344,26,Male,Hispanic/Latin/Mexican,Driveway,Invest Cont,700 E 52nd St,33.9958,-118.2634,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,2-4
6576,9345,200604865,2020-01-20,2020-01-20,1970-01-01 04:50:00,6,Hollywood,666,2,624,Battery - Simple Assault,0400 0416 0429 1206,27,Female,White,Studio (film/photographic/music),Invest Cont,6100 Santa Monica Bl,34.0944,-118.3277,Strong-arm,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,4-6
6577,9446,202104890,2020-01-20,2020-01-19,1970-01-01 21:00:00,21,Topanga,2138,2,740,Vandalism - Felony,0329,35,Male,Hispanic/Latin/Mexican,"Vehicle, Passenger/truck",Invest Cont,20400 Saticoy St,34.2083,-118.5776,Data Missing,Data Missing,Adult,1,2 days,2020-01-13,2020-01-01,20-22
6578,9505,202104881,2020-01-20,2020-01-19,1970-01-01 17:00:00,21,Topanga,2156,1,330,Burglary From Vehicle,0344 0321,33,Female,Other,Parking Lot,Invest Cont,6200 Owensmouth Av,34.1829,-118.6015,Data Missing,Data Missing,Adult,1,2 days,2020-01-13,2020-01-01,16-18
6579,9574,202104894,2020-01-20,2020-01-20,1970-01-01 10:00:00,21,Topanga,2133,1,330,Burglary From Vehicle,0344,82,Female,White,Parking Lot,Invest Cont,22700 Sherman Wy,34.201,-118.6213,Data Missing,Data Missing,Old,0,1 day,2020-01-20,2020-01-01,10-12
6580,9720,200105413,2020-01-21,2020-01-18,1970-01-01 11:00:00,1,Central,156,2,624,Battery - Simple Assault,0416 0400 1822 2004 0417,43,Female,Hispanic/Latin/Mexican,Missions/shelters,Invest Cont,500 S San Pedro St,34.0437,-118.2455,Strong-arm,Data Missing,Adult,3,3-7 days,2020-01-13,2020-01-01,10-12
6581,9944,200604938,2020-01-21,2020-01-20,1970-01-01 08:10:00,6,Hollywood,656,2,624,Battery - Simple Assault,0400 0416 1300,54,Male,Hispanic/Latin/Mexican,Street,Adult Other,900 N Hudson Av,34.0871,-118.3321,Strong-arm,Data Missing,Adult,1,2 days,2020-01-20,2020-01-01,8-10
6582,246,202104021,2020-01-01,2020-01-01,1970-01-01 12:55:00,21,Topanga,2156,1,343,Shoplifting-grand Theft,0325 0352,29,Male,Unknown,Department Store,Adult Arrest,21700 Victory Bl,34.1878,-118.6015,Data Missing,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,12-14
6583,408,200304067,2020-01-02,2020-01-01,1970-01-01 23:40:00,3,Southwest,313,1,210,Robbery,0446 1822 0342 0352 0305 0416 0429 1414 0359,32,Male,Hispanic/Latin/Mexican,Street,Invest Cont,Adams Bl,34.0326,-118.335,Strong-arm,CRENSHAW                     BL,Adult,1,2 days,2019-12-30,2020-01-01,22-24
6584,654,201304048,2020-01-02,2020-01-01,1970-01-01 05:30:00,13,Newton,1375,1,230,Assault With Deadly Weapon- Aggravated Assault,0913 0334 0408,27,Female,Black,Street,Adult Other,1100 E 56th St,33.9921,-118.2564,Knife With Blade 6inches Or Less,Data Missing,Adult,1,2 days,2019-12-30,2020-01-01,4-6
6585,713,211504043,2020-01-02,2020-01-01,1970-01-01 17:00:00,15,N Hollywood,1513,1,420,Theft From Motor Vehicle - Petty,1300 0344,26,Female,Black,Garage/carport,Invest Cont,12600 Hart St,34.1976,-118.4073,Data Missing,Data Missing,Adult,1,2 days,2019-12-30,2020-01-01,16-18
6586,721,201304091,2020-01-02,2020-01-02,1970-01-01 08:30:00,13,Newton,1363,2,626,Intimate Partner - Simple Assault,2000 1243 0416 0913,18,Female,Black,Single Family Dwelling,Adult Arrest,1000 E 50th St,33.9976,-118.2583,Strong-arm,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,8-10
6587,1053,201504116,2020-01-03,2020-01-02,1970-01-01 19:00:00,15,N Hollywood,1553,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Driveway,Invest Cont,4700 Radford Av,34.1558,-118.3921,Data Missing,Data Missing,Unknown,1,2 days,2019-12-30,2020-01-01,18-20
6588,1315,201004121,2020-01-04,2020-01-02,1970-01-01 10:35:00,10,West Valley,1077,2,930,Criminal Threats - No Weapon Displayed,2004 0443,24,Female,White,Bank,Adult Other,17600 Ventura Bl,34.162,-118.5166,Verbal Threat,Data Missing,Adult,2,3-7 days,2019-12-30,2020-01-01,10-12
6589,1326,201000505,2020-01-04,2020-01-03,1970-01-01 23:30:00,10,West Valley,1035,1,815,Sexual Penetration W/foreign Object,1415 0540 2000 1814 1813 0913,37,Female,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Other,6700 Darby Av,34.1915,-118.5335,Strong-arm,Data Missing,Adult,1,2 days,2019-12-30,2020-01-01,22-24
6590,1376,201004102,2020-01-04,2020-01-03,1970-01-01 16:30:00,10,West Valley,1021,1,420,Theft From Motor Vehicle - Petty,Data Missing,0,Unknown,Data Missing,Driveway,Invest Cont,7000 Shirley Av,34.1975,-118.5579,Data Missing,Data Missing,Unknown,1,2 days,2019-12-30,2020-01-01,16-18
6591,1667,201904163,2020-01-05,2020-01-05,1970-01-01 00:15:00,19,Mission,1984,1,331,Theft From Motor Vehicle - Grand,0344 1606,57,Female,Black,Parking Underground/building,Invest Cont,8600 Willis Av,34.2265,-118.4553,Data Missing,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,0-2
6592,1687,200604143,2020-01-05,2020-01-04,1970-01-01 21:00:00,6,Hollywood,666,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,6200 La Mirada Av,34.0935,-118.3245,Data Missing,Data Missing,Unknown,1,2 days,2019-12-30,2020-01-01,20-22
6593,1700,200104315,2020-01-05,2020-01-05,1970-01-01 14:50:00,1,Central,171,2,930,Criminal Threats - No Weapon Displayed,0421,40,Male,White,Street,Adult Other,La Live Wy,34.0451,-118.27,Verbal Threat,CHICK HEARN                  CT,Adult,0,1 day,2019-12-30,2020-01-01,14-16
6594,1707,200604177,2020-01-05,2020-01-04,1970-01-01 11:10:00,6,Hollywood,676,2,434,False Imprisonment,1202 0400 0432,73,Female,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,5800 Gregory Av,34.0863,-118.3222,Physical Presence,Data Missing,Old,1,2 days,2019-12-30,2020-01-01,10-12
6595,2139,200804209,2020-01-06,2020-01-04,1970-01-01 16:00:00,8,West LA,832,1,331,Theft From Motor Vehicle - Grand,1822 0344 1300,33,Male,White,Street,Invest Cont,11700 Kiowa Av,34.0511,-118.4626,Data Missing,Data Missing,Adult,2,3-7 days,2019-12-30,2020-01-01,16-18
6596,2145,200804270,2020-01-06,2020-01-06,1970-01-01 20:30:00,8,West LA,851,1,420,Theft From Motor Vehicle - Petty,1606 0344 1822 0377,51,Female,White,Parking Lot,Invest Cont,1500 S Bundy Dr,34.0406,-118.4633,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,20-22
6597,2150,200704265,2020-01-06,2020-01-06,1970-01-01 04:00:00,7,Wilshire,723,1,310,Burglary,0344 1609,34,Female,Other Asian,Restaurant/fast Food,Invest Cont,8000 W 3rd St,34.0719,-118.3637,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,4-6
6598,2244,201004189,2020-01-06,2020-01-05,1970-01-01 14:00:00,10,West Valley,1023,2,860,Battery With Sexual Contact,1817 0509 0510 0448 0505 0917,18,Female,Black,Restaurant/fast Food,Adult Arrest,6700 Tampa Av,34.1921,-118.5535,Strong-arm,Data Missing,Adult,1,2 days,2019-12-30,2020-01-01,14-16
6599,2274,200104322,2020-01-06,2020-01-04,1970-01-01 22:50:00,1,Central,158,2,890,Failure To Yield,1501,0,Female,Hispanic/Latin/Mexican,Street,Adult Other,Central,34.039,-118.24,Data Missing,6TH,Unknown,2,3-7 days,2019-12-30,2020-01-01,22-24
6600,2548,200104545,2020-01-07,2020-01-02,1970-01-01 05:10:00,1,Central,192,1,341,Theft-grand Excpt-guns-fowl-livestk-prod,2032 0344,31,Male,Black,"Vehicle, Passenger/truck",Invest Cont,Pico Bl,34.0389,-118.2643,Data Missing,GRAND,Adult,5,3-7 days,2019-12-30,2020-01-01,4-6
6601,2734,200704310,2020-01-07,2020-01-07,1970-01-01 16:30:00,7,Wilshire,724,1,343,Shoplifting-grand Theft,0325 1414,25,Male,Hispanic/Latin/Mexican,The Grove,Adult Arrest,100 The Grove Dr,34.0761,-118.3563,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,16-18
6602,2756,200904266,2020-01-07,2020-01-06,1970-01-01 23:00:00,9,Van Nuys,911,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,15300 Vose St,34.1985,-118.4662,Data Missing,Data Missing,Unknown,1,2 days,2020-01-06,2020-01-01,22-24
6603,2871,201604233,2020-01-07,2020-01-07,1970-01-01 06:00:00,16,Foothill,1612,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,11100 De Haven Av,34.2743,-118.4138,Data Missing,Data Missing,Unknown,0,1 day,2020-01-06,2020-01-01,6-8
