,dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,crm_cd_2,location,lat,lon,weapon_used_cd,weapon_desc,cross_street,crm_cd_3,crm_cd_4
1642,200304275,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,1245,3,Southwest,376,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1601 2004 0562 2024,62,F,H,406.0,OTHER STORE,IC,Invest Cont,440.0,,3900    DALTON                       AV,34.0155,-118.3034,,,,,
1643,200304277,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1600,3,Southwest,353,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0431 1309 1306 2021 1310,36,F,H,108.0,PARKING LOT,IC,Invest Cont,230.0,,3600    CRENSHAW                     BL,34.0191,-118.3351,512.0,MACE/PEPPER SPRAY,,,
1644,200304282,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1930,3,Southwest,363,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 0400,40,M,H,109.0,PARK/PLAYGROUND,IC,Invest Cont,341.0,,3900 W  MARTIN LUTHER KING JR        BL,34.0146,-118.3414,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
1645,200304299,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1530,3,Southwest,394,2,624,BATTERY - SIMPLE ASSAULT,0416 0417 0561 0444 2034,50,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624.0,,2600 W  43RD                         PL,34.0045,-118.3214,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
1646,200304311,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1300,3,Southwest,337,2,625,OTHER ASSAULT,1202 0356 0361 0603,60,F,B,104.0,DRIVEWAY,AO,Adult Other,625.0,,3000    RAYMOND                      AV,34.0273,-118.2981,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
1647,200304312,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1300,3,Southwest,337,2,625,OTHER ASSAULT,0416 0446 0361 0603 2021,58,F,B,104.0,DRIVEWAY,AO,Adult Other,625.0,,3000    RAYMOND                      AV,34.0273,-118.2981,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
1648,200304400,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1115,3,Southwest,393,2,886,DISTURBING THE PEACE,1501 0443 0361 0603,45,M,B,710.0,OTHER PREMISE,AO,Adult Other,886.0,,4200    DEGNAN                       BL,34.0085,-118.3314,515.0,PHYSICAL PRESENCE,,,
1649,200304418,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1320,3,Southwest,334,2,624,BATTERY - SIMPLE ASSAULT,0913 0444,49,M,B,108.0,PARKING LOT,IC,Invest Cont,624.0,,3600    CRENSHAW                     BL,34.0241,-118.3351,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
1650,200404167,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,1545,4,Hollenbeck,422,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,3200    MANITOU                      AV,34.072,-118.2078,,,,,
1651,200404168,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,2000,4,Hollenbeck,497,1,310,BURGLARY,0344 0329 1601,0,M,W,203.0,OTHER BUSINESS,IC,Invest Cont,310.0,,3300 E  OLYMPIC                      BL,34.0191,-118.2081,,,,,
1652,200404149,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,15,4,Hollenbeck,402,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1402 1419 0432 1100 1212 0450 0334 1020 0913,0,M,X,101.0,STREET,AA,Adult Arrest,231.0,998.0,4400    GRIFFIN                      AV,34.0932,-118.2032,109.0,SEMI-AUTOMATIC PISTOL,,,
1653,200404150,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,1000,4,Hollenbeck,443,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,IC,Invest Cont,420.0,,CESAR E CHAVEZ,34.0609,-118.2052,,,CORNWELL,,
1654,200404292,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1400,4,Hollenbeck,443,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,M,X,701.0,HOSPITAL,IC,Invest Cont,440.0,,1500    SAN PABLO                    ST,34.0624,-118.2032,,,,,
1655,200404155,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,200,4,Hollenbeck,483,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0400 1243 1814 0448 0401 2000,30,F,H,710.0,OTHER PREMISE,IC,Invest Cont,626.0,,7TH                          ST,34.0305,-118.2193,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",S  5FWY,,
1656,200404157,2020-01-05T00:00:00.000,2020-01-03T00:00:00.000,1700,4,Hollenbeck,438,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,54,F,H,101.0,STREET,IC,Invest Cont,740.0,,5100    ITHACA                       AV,34.0722,-118.1754,,,,,
1657,200404170,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,200,4,Hollenbeck,404,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,400    WHEELING                     WY,34.1035,-118.1879,,,,,
1658,200404172,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,1100,4,Hollenbeck,428,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,2700    PHELPS                       AV,34.0774,-118.1772,,,,,
1659,200404174,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,245,4,Hollenbeck,429,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,42,M,W,101.0,STREET,IC,Invest Cont,420.0,,5300    EDNA                         ST,34.0839,-118.1684,,,,,
1660,200404175,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1530,4,Hollenbeck,467,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1309,35,M,H,108.0,PARKING LOT,IC,Invest Cont,740.0,,1ST                          ST,34.0415,-118.2048,,,SARATOGA,,
1661,200404176,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1225,4,Hollenbeck,491,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004 0325,0,M,W,404.0,DEPARTMENT STORE,IC,Invest Cont,442.0,,2600 E  OLYMPIC                      BL,34.0253,-118.2224,,,,,
1662,200404182,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1820,4,Hollenbeck,422,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",IC,Invest Cont,442.0,,2600 N  BROADWAY,34.0736,-118.2156,,,,,
1663,200404184,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,2020,4,Hollenbeck,459,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,18,M,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,930.0,,3100    MALABAR                      ST,34.0459,-118.1967,511.0,VERBAL THREAT,,,
1664,200404185,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,2020,4,Hollenbeck,459,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,52,M,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,930.0,,3100    MALABAR                      ST,34.0459,-118.1967,511.0,VERBAL THREAT,,,
1665,200404186,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1145,4,Hollenbeck,453,1,330,BURGLARY FROM VEHICLE,0344 1302,53,M,H,101.0,STREET,IC,Invest Cont,330.0,,BOYLE,34.0512,-118.2176,,,CESAR E CHAVEZ,,
1666,200404188,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,2200,4,Hollenbeck,439,2,940,EXTORTION,0418 1402,43,F,H,301.0,GAS STATION,AA,Adult Arrest,940.0,998.0,BROADWAY,34.0674,-118.1709,207.0,OTHER KNIFE,AVENUE 20,,
1667,201904163,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,15,19,Mission,1984,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1606,57,F,B,123.0,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,331.0,,8600    WILLIS                       AV,34.2265,-118.4553,,,,,
1668,200504212,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,700,5,Harbor,551,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1419 1100 1402 1407 2003 2021,0,X,X,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,753.0,998.0,200 N  MALGREN                      AV,33.7447,-118.3151,101.0,REVOLVER,,,
1669,200504214,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1430,5,Harbor,514,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1310 0369 1312 1402 0302 0919 1300 1309 0447,60,M,H,101.0,STREET,IC,Invest Cont,230.0,998.0,FIGUEROA,33.7905,-118.2811,106.0,UNKNOWN FIREARM,PACIFIC COAST                HY,,
1670,200504215,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1430,5,Harbor,514,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1312 1310 0302 0919 1300 1309 0447 1402,56,F,H,101.0,STREET,IC,Invest Cont,230.0,998.0,FIGUEROA,33.7905,-118.2811,106.0,UNKNOWN FIREARM,PACIFIC COAST                HY,,
1671,200504219,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,730,5,Harbor,557,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,IC,Invest Cont,510.0,,500 S  PACIFIC                      AV,33.7412,-118.2924,,,,,
1672,200504220,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,915,5,Harbor,525,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0202 0344 1300 1606,0,X,X,101.0,STREET,IC,Invest Cont,420.0,,200    ISLAND                       AV,33.7711,-118.2657,,,,,
1673,200504221,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,2130,5,Harbor,504,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 0448 1243 0913,45,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,626.0,,1400 W  209TH                        ST,33.84,-118.3017,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
1674,200504223,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1,5,Harbor,561,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1202 1307,81,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740.0,,700    DODSON                       AV,33.7379,-118.3114,,,,,
1675,200504225,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1505,5,Harbor,528,2,901,VIOLATION OF RESTRAINING ORDER,2038 2000 0913,38,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,901.0,,1100    FLINT                        AV,33.7854,-118.2495,,,,,
1676,200504226,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1630,5,Harbor,515,2,890,FAILURE TO YIELD,1309 1501,0,X,X,101.0,STREET,IC,Invest Cont,890.0,,PACIFIC COAST                HY,33.7905,-118.275,,,WILMINGTON,,
1677,200504227,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,2350,5,Harbor,528,2,900,VIOLATION OF COURT ORDER,2038 1813 2000 0913 1821,38,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,900.0,,1100    FLINT                        AV,33.7854,-118.2495,,,,,
1678,200504228,2020-01-05T00:00:00.000,2020-01-03T00:00:00.000,1230,5,Harbor,512,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 2004 0302,47,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,230.0,,26300    OZONE                        AV,33.7837,-118.3079,102.0,HAND GUN,,,
1679,200504229,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,2000,5,Harbor,529,1,761,BRANDISH WEAPON,1310 0913 0334 0421,30,M,W,101.0,STREET,IC,Invest Cont,761.0,,BROAD                        AV,33.7757,-118.2608,311.0,HAMMER,E                            ST,,
1680,200504230,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1920,5,Harbor,564,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1206 0913 0421,42,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,930.0,,100 S  PACIFIC                      AV,33.7433,-118.2879,511.0,VERBAL THREAT,,,
1681,200504236,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1740,5,Harbor,525,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1820 1238 0329 2004,39,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745.0,,500 N  AVALON                       BL,33.7739,-118.2678,,,,,
1682,200504285,2020-01-05T00:00:00.000,2020-01-03T00:00:00.000,1950,5,Harbor,511,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,48,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745.0,,1400 W  255TH                        ST,33.7925,-118.3012,,,,,
1683,201704218,2020-01-05T00:00:00.000,2020-01-02T00:00:00.000,2330,17,Devonshire,1735,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1602 0385 0344,57,F,W,101.0,STREET,IC,Invest Cont,331.0,,11000    LOUISE                       AV,34.2702,-118.5109,,,,,
1684,200604182,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1,6,Hollywood,666,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0429 1206 0305,31,M,B,101.0,STREET,IC,Invest Cont,624.0,,1300 N  WILCOX                       AV,34.0944,-118.331,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
1685,201104160,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,2115,11,Northeast,1101,1,330,BURGLARY FROM VEHICLE,0358 1307 0344 1251,24,M,O,108.0,PARKING LOT,IC,Invest Cont,330.0,,2800 E  OBSERVATORY                  RD,34.1192,-118.3004,500.0,UNKNOWN WEAPON/OTHER WEAPON,,,
1686,200904167,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,615,9,Van Nuys,933,1,310,BURGLARY,1606 0314,57,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310.0,,6200    KESTER                       AV,34.1827,-118.4575,,,,,
1687,200604143,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,2100,6,Hollywood,666,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,6200    LA MIRADA                    AV,34.0935,-118.3245,,,,,
1688,200704200,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1844,7,Wilshire,736,2,901,VIOLATION OF RESTRAINING ORDER,2038,58,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,901.0,,300 S  CLOVERDALE                   AV,34.069,-118.3462,,,,,
1689,200904193,2020-01-05T00:00:00.000,2020-01-03T00:00:00.000,328,9,Van Nuys,979,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,46,M,X,101.0,STREET,IC,Invest Cont,331.0,,4700    LONGRIDGE                    AV,34.1558,-118.4214,,,,,
1690,201704203,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,2100,17,Devonshire,1788,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1606,50,M,O,101.0,STREET,IC,Invest Cont,331.0,,8800    OAK PARK                     AV,34.2306,-118.5055,,,,,
1691,200804215,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1845,8,West LA,895,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,0,X,X,514.0,GROUP HOME,AO,Adult Other,740.0,,3200    MOTOR                        AV,34.031,-118.411,,,,,
1692,200704239,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,1700,7,Wilshire,745,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1601 0344,35,M,W,101.0,STREET,IC,Invest Cont,331.0,,5400 W  8TH                          ST,34.0606,-118.3468,,,,,
1693,200704586,2020-01-05T00:00:00.000,2020-01-02T00:00:00.000,1500,7,Wilshire,727,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1601 0344,29,F,W,101.0,STREET,IC,Invest Cont,331.0,,100 S  SYCAMORE                     AV,34.0736,-118.343,,,,,
1694,200904186,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,915,9,Van Nuys,923,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2021 0408 0416 1414 0913,36,F,H,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,AA,Adult Arrest,230.0,,6700 N  SEPULVEDA                    BL,34.1921,-118.4662,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
1695,201104161,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,2200,11,Northeast,1136,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 1236 1817 0421,24,M,H,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",AA,Adult Arrest,930.0,,4400    YORK                         BL,34.1241,-118.2208,511.0,VERBAL THREAT,,,
1696,201404307,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1825,14,Pacific,1499,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0910,0,X,X,958.0,MTA - GREEN LINE - AVIATION/LAX,IC,Invest Cont,740.0,,AVIATION                     BL,33.9308,-118.3784,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IMPERIAL                     HY,,
1697,200604174,2020-01-05T00:00:00.000,2020-01-02T00:00:00.000,1300,6,Hollywood,643,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,37,M,W,707.0,GARAGE/CARPORT,IC,Invest Cont,440.0,,1700 N  FULLER                       AV,34.1016,-118.3489,,,,,
1698,201104201,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,5,11,Northeast,1189,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0552 1257 0416,5,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,627.0,,3500    MARMION                      WY,34.0871,-118.2142,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
1699,200804186,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,2123,8,West LA,835,2,624,BATTERY - SIMPLE ASSAULT,1822 1236 0444 0400,27,F,H,210.0,RESTAURANT/FAST FOOD,IC,Invest Cont,624.0,,11000    SANTA MONICA                 BL,34.0484,-118.4411,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
1700,200104315,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1450,1,Central,171,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,40,M,W,101.0,STREET,AO,Adult Other,930.0,,LA LIVE                      WY,34.0451,-118.27,511.0,VERBAL THREAT,CHICK HEARN                  CT,,
1701,200505834,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,2000,5,Harbor,529,1,761,BRANDISH WEAPON,0334 0421 0913 1310 0353 1820 1240 0206,0,F,X,101.0,STREET,IC,Invest Cont,761.0,,BROAD,33.7757,-118.2608,311.0,HAMMER,E,,
1702,200704194,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1430,7,Wilshire,782,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1218 1813 0416 0419 2004,34,F,H,101.0,STREET,IC,Invest Cont,626.0,,VENICE                       BL,34.0375,-118.3742,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",CADILLAC                     AV,,
1703,200504222,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,1830,5,Harbor,564,1,330,BURGLARY FROM VEHICLE,0344 1307 1609 0377 0358 1302,35,F,H,108.0,PARKING LOT,IC,Invest Cont,330.0,,200 W  2ND                          ST,33.7424,-118.2813,,,,,
1704,200104301,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1330,1,Central,182,2,624,BATTERY - SIMPLE ASSAULT,0416 0361,31,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624.0,,1200 S  GRAND                        AV,34.0402,-118.2633,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
1705,200904162,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,500,9,Van Nuys,923,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,58,M,W,104.0,DRIVEWAY,IC,Invest Cont,420.0,,14600    HAYNES                       ST,34.1897,-118.4509,,,,,
1706,200104311,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,300,1,Central,182,1,210,ROBBERY,0334 0344 0400 0906 1822 0422 0443 0421 1309 1414,39,M,H,102.0,SIDEWALK,AA,Adult Arrest,210.0,,HILL                         ST,34.0402,-118.2598,102.0,HAND GUN,11TH                         ST,,
1707,200604177,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,1110,6,Hollywood,676,2,434,FALSE IMPRISONMENT,1202 0400 0432,73,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,434.0,,5800    GREGORY                      AV,34.0863,-118.3222,515.0,PHYSICAL PRESENCE,,,
1708,201104157,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,2100,11,Northeast,1124,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,IC,Invest Cont,510.0,,3000 N  SAN FERNANDO                 RD,34.1133,-118.2443,,,,,
1709,200704210,2020-01-05T00:00:00.000,2020-01-03T00:00:00.000,1500,7,Wilshire,721,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1912,55,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,930.0,,300 S  SHERBOURNE                   DR,34.0736,-118.3795,511.0,VERBAL THREAT,,,
1710,201104169,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,2030,11,Northeast,1173,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0342 2002 1822,21,M,H,101.0,STREET,IC,Invest Cont,740.0,,ECHO PARK                    AV,34.0869,-118.2508,305.0,FIXED OBJECT,DUANE                        ST,,
1711,201104190,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1230,11,Northeast,1179,2,624,BATTERY - SIMPLE ASSAULT,0416 0429,69,F,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,624.0,,200 E  AVENUE 41,34.0913,-118.2071,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
1712,200804167,2020-01-05T00:00:00.000,2020-01-03T00:00:00.000,1700,8,West LA,812,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,500    GREENCRAIG                   RD,34.0672,-118.4812,,,,,
1713,200704205,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1155,7,Wilshire,777,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,M,O,203.0,OTHER BUSINESS,AO,Adult Other,745.0,,4200 W  WASHINGTON                   BL,34.0429,-118.3329,,,,,
1714,200904190,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1230,9,Van Nuys,923,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,0,X,X,402.0,MARKET,AA,Adult Arrest,442.0,,6600    VAN NUYS                     BL,34.1903,-118.4574,,,,,
1715,200504198,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,2100,5,Harbor,501,1,210,ROBBERY,0906 0355 0416 0417 1402 2004 1309 0216 0344 0334,23,M,H,101.0,STREET,AO,Adult Other,210.0,998.0,182ND                        ST,33.8703,-118.2822,102.0,HAND GUN,FIGUEROA,,
1716,201104159,2020-01-05T00:00:00.000,2020-01-02T00:00:00.000,1500,11,Northeast,1162,1,330,BURGLARY FROM VEHICLE,0358 1202,62,M,B,101.0,STREET,IC,Invest Cont,330.0,,1200 N  WESTMORELAND                 AV,34.0935,-118.2878,,,,,
1717,201004147,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,850,10,West Valley,1061,1,310,BURGLARY,0344 1414 0216 0202,53,M,O,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,310.0,,5300    TAMPA                        AV,34.1676,-118.5535,,,,,
1718,200404179,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1805,4,Hollenbeck,448,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307 3101 3701 0605 3030,50,M,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,740.0,,1600    MURCHISON                    ST,34.061,-118.1948,,,,,
1719,200504237,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,1430,5,Harbor,529,2,901,VIOLATION OF RESTRAINING ORDER,1813 0334 2038,48,M,W,705.0,SLIPS/DOCK/MARINA/BOAT,AA,Adult Arrest,901.0,,700    PENINSULA                    RD,33.7659,-118.2491,,,,,
1720,200904163,2020-01-05T00:00:00.000,2020-01-04T00:00:00.000,605,9,Van Nuys,946,2,624,BATTERY - SIMPLE ASSAULT,1202 0416,84,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,624.0,,5700    WOODMAN                      AV,34.1745,-118.4356,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
1721,200404183,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,2010,4,Hollenbeck,456,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,63,F,H,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,745.0,,700 N  EVERGREEN                    AV,34.0499,-118.2009,,,,,
1722,200204187,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,700,2,Rampart,279,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1817 1309 1312 0913 0400,40,M,H,101.0,STREET,AO,Adult Other,230.0,,1400 W  10TH                         PL,34.0474,-118.2714,307.0,VEHICLE,,,
1723,200304283,2020-01-05T00:00:00.000,2020-01-05T00:00:00.000,940,3,Southwest,397,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0340 0416 2000 1813 1243 0913,34,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,236.0,,1000 W  MARTIN LUTHER KING JR        BL,34.0109,-118.2915,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
